name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand
MARUTI CIAZ 1.4 ZETA,2017,680000,46000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VDI,2012,425000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE LDI,2014,450000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA INNOVA 2.5 GX (DIESEL) 8 SEATER BS IV,2008,590000,89600,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TOYOTA
VOLKSWAGEN JETTA 1.4 TSI COMFORTLINE,2017,936999,60800,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
HONDA MOBILIO S I DTEC,2015,420000,104000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HONDA
VOLKSWAGEN POLO 1.5 TDI HIGHLINE,2014,450000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,VOLKSWAGEN
MARUTI 800 AC,2004,40000,69111,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
TOYOTA INNOVA 2.5 G (DIESEL) 8 SEATER,2014,520000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
MARUTI 800 AC,2007,80000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA NANO CX,2014,55000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA BOLERO DI DX 7 SEATER,2001,80000,100000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
MARUTI ALTO 800 LXI,2019,210000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA TIAGO 1.05 REVOTORQ XM,2017,260000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA ZEST QUADRAJET 1.3,2016,250000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA INDICA VISTA AQUA TDI BSIII,2008,80000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TOYOTA INNOVA 2.5 GX (DIESEL) 7 SEATER BS IV,2010,450000,150000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
TOYOTA INNOVA 2.5 G (DIESEL) 8 SEATER BS IV,2005,310000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
FORD FIGO PETROL EXI,2014,350000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
MARUTI SX4 VDI,2011,320000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HONDA AMAZE S I-DTEC,2016,475000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
TATA MANZA AURA (ABS) QUADRAJET BS IV,2011,220000,140000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
TATA INDICA GLS BS IV,2008,70000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
CHEVROLET SAIL HATCHBACK 1.3 TCDI,2015,281000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
TATA INDIGO GRAND DICOR,2013,211000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI ELITE I20 PETROL MAGNA EXECTIVE,2018,550000,11000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET ENJOY TCDI LT 8 SEATER,2014,350000,110000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MARUTI WAGON R VXI AMT,2017,420000,19890,PETROL,DEALER,AUTOMATIC,FIRST OWNER,MARUTI
RENAULT KWID RXT,2015,270000,20969,PETROL,DEALER,MANUAL,FIRST OWNER,RENAULT
MARUTI CELERIO VXI,2016,399000,20194,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
FORD FIGO TREND,2016,440000,34982,PETROL,DEALER,MANUAL,FIRST OWNER,FORD
HYUNDAI EON MAGNA,2012,250000,44588,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
FORD ECOSPORT 1.5 DIESEL TITANIUM,2016,650000,57904,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
MARUTI ALTO K10 VXI,2015,270000,59258,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
FORD FIGO TREND,2016,390000,60826,PETROL,DEALER,MANUAL,FIRST OWNER,FORD
MAHINDRA XUV500 W10 2WD,2018,1500000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI 800 AC,2014,225000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA XUV500 W8 2WD,2015,900000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
HYUNDAI TUCSON 2.0 E-VGT 2WD AT GL,2018,1600000,40000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,HYUNDAI
TATA NEXON 1.2 REVOTRON XZ PLUS DUAL TONE,2019,800000,10000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HONDA AMAZE E I-DTECH,2013,320000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
MARUTI ALTO 800 LXI,2016,300000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 1.2 ASTA DUAL TONE,2018,740000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
DATSUN REDIGO SV 1.0,2019,350000,1300,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
DATSUN GO T BSIV,2014,280000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
MARUTI SWIFT DZIRE AMT VDI,2018,675000,50000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MARUTI
HYUNDAI I10 ERA 1.1 ITECH SE,2011,300000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET CAPTIVA 2.0L VCDI,2011,400000,76000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
MAHINDRA SCORPIO VLX 2WD BSIV,2010,420000,100000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
TATA NEW SAFARI 3L DICOR LX 4X2,2008,300000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI WAGON R VXI MINOR,2010,170000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI EON ERA PLUS,2014,210000,70000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
MARUTI ERTIGA VDI,2015,600000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI WAGON R VXI BS IV,2014,260000,38000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA NANO TWIST XT,2015,82000,19000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA TUV 300 T8,2016,690000,75000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI GRAND I10 CRDI ASTA,2015,300000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HONDA BRV I-DTEC V MT,2017,1250000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HYUNDAI VERNA CRDI 1.6 EX,2017,799000,31707,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TOYOTA FORTUNER 3.0 DIESEL,2010,1000000,180000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
MARUTI ALTO 800 LXI,2014,190000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA VERITO 1.5 D2 BSIII,2014,250000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI VERNA 1.6 I ABS,2009,200000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA BOLERO DI,2005,300000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TATA ZEST REVOTRON 1.2T XMS,2015,250000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MARUTI 800 AC,2008,90000,70000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
RENAULT DUSTER 85PS DIESEL RXL,2016,700000,160000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
VOLVO XC60 D3 KINETIC,2012,1750000,115992,DIESEL,DEALER,AUTOMATIC,THIRD OWNER,VOLVO
MARUTI WAGON R VXI OPTIONAL,2017,290000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA INNOVA 2.5 Z DIESEL 7 SEATER BS IV,2014,1050000,97000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
TATA INDIGO LX DICOR,2008,70000,100000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
MARUTI SWIFT ZDI BSIV,2016,520000,41000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA INDIGO LS,2012,150000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI I10 MAGNA 1.1,2008,120000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I20 ASTA OPTION 1.2,2016,600000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA XENON XT EX 4X4,2010,150000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
VOLKSWAGEN VENTO PETROL HIGHLINE,2011,400000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
MARUTI ALTO 800 LXI,2015,310000,30000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI BALENO ALPHA 1.2,2015,550000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 ASTA OPTION 1.4 CRDI,2016,550000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 CRDI MAGNA,2013,320000,73000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI 800 AC BSII,1992,50000,100000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MARUTI
MARUTI VITARA BREZZA VDI OPTION,2017,700000,50000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI ERTIGA VDI,2012,700000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I20 1.4 SPORTZ,2017,655000,84000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET BEAT LT LPG,2011,200000,110000,LPG,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
RENAULT DUSTER 85PS DIESEL RXL OPTIONAL,2012,375000,150000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
HYUNDAI VERNA 1.6 SX,2012,470000,109052,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI CIAZ VDI,2015,550000,90658,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
HONDA AMAZE VX I-DTEC,2014,500000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HONDA
DATSUN GO T OPTION BSIV,2015,210000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
MERCEDES-BENZ E-CLASS E250 EDITION E,2013,1451000,81000,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,MERCEDES-BENZ
HYUNDAI VERNA SX AT DIESEL,2009,245000,75000,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
HONDA WR-V I-VTEC VX,2017,700000,25552,PETROL,DEALER,MANUAL,SECOND OWNER,HONDA
HYUNDAI EON MAGNA PLUS,2018,300000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI XCENT 1.2 CRDI E,2017,350000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI ELITE I20 ASTA OPTION CVT BSIV,2017,635000,25000,PETROL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
HONDA CITY S,2012,325000,40700,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
MAHINDRA XUV500 AT W10 1.99 MHAWK,2017,1150000,65500,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,MAHINDRA
TATA INDIGO GLE BSIII,2008,110000,42000,PETROL,DEALER,MANUAL,FIRST OWNER,TATA
HONDA CITY 1.5 V MT,2018,890000,8000,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
MARUTI SWIFT 1.3 LXI,2007,73000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI CIAZ ZXI PLUS,2016,750000,6000,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI BALENO ALPHA 1.2,2018,690000,11174,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
TATA INDIGO GLS,2008,130000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI SANTRO XING GLS,2007,85000,85000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI ELANTRA 2.0 SX AT,2018,1575000,10000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,HYUNDAI
NISSAN SUNNY DIESEL XV,2013,325000,105000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
HONDA CITY 1.3 EXI,1998,85000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HONDA
HYUNDAI VERNA 1.6 CRDI SX OPTION,2018,860000,30000,DIESEL,DEALER,MANUAL,SECOND OWNER,HYUNDAI
MARUTI S-CROSS SIGMA DDIS 200 SH,2017,690000,41000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI ELANTRA CRDI S,2013,650000,54000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET SAIL LS ABS,2014,375000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HYUNDAI VERNA 1.6 SX CRDI (O),2013,525000,71000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI EECO SMILES 5 SEATER AC,2016,330000,72500,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI EECO SMILES 5 SEATER AC,2013,280000,76600,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT ZXI,2014,470000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
VOLKSWAGEN POLO DIESEL TRENDLINE 1.2L,2011,350000,110000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
HONDA CITY 1.5 V ELEGANCE,2012,480000,63000,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
HYUNDAI VERNA 1.6 CRDI SX,2016,620000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
DATSUN GO T BSIV,2014,250000,58000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
CHEVROLET SPARK 1.0,2010,78692,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
HYUNDAI I20 MAGNA OPTIONAL 1.4 CRDI,2012,350000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R LX MINOR,2013,250000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I20 1.2 SPORTZ,2011,260000,97700,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,HYUNDAI
HONDA MOBILIO S I DTEC,2016,640000,36000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HONDA
TATA NEW SAFARI DICOR 2.2 EX 4X2,2008,220000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
VOLKSWAGEN VENTO 1.5 TDI HIGHLINE,2015,465000,130000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
MARUTI SWIFT VDI BSIII,2010,229999,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI WAGON R VXI BS IV,2018,425000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA INDICA GLS BS IV,2008,95000,120000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
HYUNDAI EON LPG MAGNA PLUS,2012,170000,170000,LPG,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
DATSUN REDIGO T OPTION,2016,229999,37500,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,DATSUN
MARUTI 800 STD,1999,45000,50000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
MARUTI GRAND VITARA MT,2007,479000,145000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
HYUNDAI EON SPORTZ,2016,340000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI SWIFT DZIRE ZXI,2016,620000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA MANZA CLUB CLASS QUADRAJET90 EX,2012,270000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA TIAGO 1.05 REVOTORQ XZ PLUS,2018,400000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI WAGON R VXI OPTIONAL,2015,260000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO LE ZIPPLUS,2003,48000,50000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,HYUNDAI
TATA NANO TWIST XE,2015,100000,23800,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
NISSAN TERRANO XL PLUS 85 PS,2015,490000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
MARUTI WAGON R DUO LXI,2010,120000,90000,LPG,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I10 ERA,2008,125000,102000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI ALTO 800 LXI,2019,190000,5000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FIAT LINEA T JET PLUS,2011,500000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,FIAT
TOYOTA FORTUNER 4X2 AT,2014,1800000,99000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,TOYOTA
HONDA CIVIC 1.8 V MT,2008,320000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HONDA CIVIC 1.8 S AT,2007,250000,47000,PETROL,DEALER,AUTOMATIC,FIRST OWNER,HONDA
FORD FIGO DIESEL TITANIUM,2010,105000,90000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,FORD
HYUNDAI I20 ACTIVE 1.2 SX,2018,550000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 1.2 KAPPA SPORTZ AT,2019,600000,1100,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,HYUNDAI
MARUTI ALTO 800 VXI,2020,210000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI AIRBAG,2012,210000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO LXI,2009,150000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I10 ERA 1.1,2008,125000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI CELERIO VXI,2016,380000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI BALENO DELTA 1.2,2019,600000,5000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VXI DECA,2016,490000,27000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE LDI,2018,545000,38000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI WAGON R VXI BS IV,2015,250000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI VENUE SX OPT TURBO BSIV,2020,1050000,1100,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R LX MINOR,2007,100000,100000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FIGO DIESEL ZXI,2014,250000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
MARUTI WAGON R LX BSIII,2007,100000,110000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FIGO 1.5D AMBIENTE ABS MT,2016,350000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
RENAULT DUSTER 110PS DIESEL RXZ PLUS,2012,370000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,RENAULT
MARUTI ZEN VXI - BS III,2004,121000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
FORD FIGO ASPIRE 1.5 TI-VCT TITANIUM,2017,570000,44077,PETROL,DEALER,AUTOMATIC,FIRST OWNER,FORD
MARUTI ERTIGA SHVS VDI,2017,785000,24000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI CIAZ S 1.3,2018,850000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI WAGON R VXI BS IV,2016,375000,30000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI BALENO ALPHA 1.2,2017,619000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
CHEVROLET CRUZE LTZ,2011,335000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,CHEVROLET
TOYOTA INNOVA 2.5 G (DIESEL) 8 SEATER BS IV,2006,500000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
MARUTI WAGON R LX,2003,60000,100000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA INGENIO CRDE,2015,210000,210000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
TOYOTA INNOVA CRYSTA 2.4 VX MT 8S BSIV,2019,1900000,20000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
TATA INDIGO TDI,2013,270000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MARUTI WAGON R LXI MINOR,2010,225000,100000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI SX4 ZXI MT BSIV,2011,150000,160000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
CHEVROLET BEAT DIESEL LT,2013,173000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
BMW 5 SERIES 520D LUXURY LINE,2018,4800000,9422,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,BMW
VOLKSWAGEN VENTO 1.5 HIGHLINE PLUS AT 16 ALLOY,2017,710000,110000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,VOLKSWAGEN
TOYOTA COROLLA ALTIS 1.8 GL,2019,1500000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
MARUTI BALENO ZETA 1.2,2017,550000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI 800 AC BSIII,2008,58000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
AUDI A4 1.8 TFSI,2012,1200000,60000,PETROL,INDIVIDUAL,AUTOMATIC,THIRD OWNER,AUDI
MAHINDRA SCORPIO M2DI,2013,500000,150000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT LXI BSIV,2009,120000,83000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA INNOVA 2.5 EV DIESEL PS 7 SEATER BSIII,2012,300000,250000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
HYUNDAI EON ERA PLUS,2018,300000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
DATSUN GO PLUS T OPTION BSIV,2015,295000,21000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,DATSUN
MARUTI ERTIGA VXI CNG,2018,587000,80000,CNG,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
AMBASSADOR GRAND 1800 ISZ MPFI PW CL,2012,430000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,AMBASSADOR
HYUNDAI VERNA I (PETROL),2007,123000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
SKODA LAURA AMBIENTE 2.0 TDI CR AT,2012,450000,48500,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,SKODA
MARUTI WAGON R LXI MINOR,2007,130000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
TATA INDICA VISTA AQUA 1.4 TDI,2010,110000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MAHINDRA XYLO CELEBRATION EDITION BSIV,2010,200000,240000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
HYUNDAI GRAND I10 MAGNA,2015,320000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI WAGON R LXI BS IV,2014,300000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
VOLKSWAGEN CROSSPOLO 1.2 MPI,2016,350000,110000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
MARUTI ERTIGA VXI PETROL,2018,800000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI XCENT 1.1 CRDI S,2016,270000,175000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I20 1.2 MAGNA EXECUTIVE,2017,540000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI WAGON R LXI CNG,2011,160000,60000,CNG,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI SX4 VDI,2013,340000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI EECO 5 SEATER AC BSIV,2017,350000,40000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
VOLKSWAGEN VENTO DIESEL STYLE LIMITED EDITION,2011,300000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
